Código IBGE,Ente Devedor,Estado,Regime Atual,CAPAG STN,REPASSE ATUAL (%),RCL ANUAL (2024),RCL 1/12,ESTOQUE/RCL EX ANTERIOR (%),REPASSE CONSERVADOR (%),TETO REPASSE CONSERVADOR (R$),"REPASSE COM PEC 66 (%)
 1% A 5%",TETO REPASSE PEC 66 (R$)
4214607,Rio Fortuna,SC,Geral,,,"R$ 45.106.405,79","R$ 3.758.867,15","0,00%","1,00%","R$ 451.064,06","1,00%","R$ 451.064,06"
4128559,Vera Cruz do Oeste,PR,especial,A,1%,"R$ 50.582.264,85","R$ 4.215.188,74","0,00%","1,00%","R$ 505.822,65","1,00%","R$ 505.822,65"
4106456,Coronel Domingos Soares,PR,geral,n.d.,,"R$ 56.555.651,54","R$ 4.712.970,96","0,00%","1,00%","R$ 565.556,52","1,00%","R$ 565.556,52"
4105706,Clevelândia,PR,especial,C,1%,"R$ 99.500.002,18","R$ 8.291.666,85","0,00%","1,00%","R$ 995.000,02","1,00%","R$ 995.000,02"
4117602,Palmas,PR,geral,C,,"R$ 218.531.344,05","R$ 18.210.945,34","0,00%","1,00%","R$ 2.185.313,44","1,00%","R$ 2.185.313,44"
4123006,Salto do Lontra,PR,geral,n.d.,,"R$ 77.636.565,91","R$ 6.469.713,83","0,00%","1,00%","R$ 776.365,66","1,00%","R$ 776.365,66"
4106852,Cruzmaltina,PR,geral,A,,"R$ 33.176.526,41","R$ 2.764.710,53","0,00%","1,00%","R$ 331.765,26","1,00%","R$ 331.765,26"
4214003,Presidente Getúlio,SC,Geral,,,"R$ 116.945.036,10","R$ 9.745.419,68","0,00%","1,00%","R$ 1.169.450,36","1,00%","R$ 1.169.450,36"
4215802,São Bento do Sul,SC,Geral,,,"R$ 612.117.005,50","R$ 51.009.750,46","0,00%","1,00%","R$ 6.121.170,06","1,00%","R$ 6.121.170,06"
4121505,Rebouças,PR,geral,n.d.,,"R$ 79.534.075,82","R$ 6.627.839,65","0,00%","1,00%","R$ 795.340,76","1,00%","R$ 795.340,76"
4123402,Santa Fé,PR,geral,A,,"R$ 65.015.966,56","R$ 5.417.997,21","0,00%","1,00%","R$ 650.159,67","1,00%","R$ 650.159,67"
4128005,Ubiratã,PR,geral,A,,"R$ 162.591.471,61","R$ 13.549.289,30","0,00%","1,00%","R$ 1.625.914,72","1,00%","R$ 1.625.914,72"
4215604,Santa Rosa de Lima,SC,Geral,,,"R$ 30.012.045,42","R$ 2.501.003,79","0,00%","1,00%","R$ 300.120,45","1,00%","R$ 300.120,45"
4113734,Luiziana,PR,geral,A,,"R$ 58.243.917,33","R$ 4.853.659,78","0,00%","1,00%","R$ 582.439,17","1,00%","R$ 582.439,17"
4108601,Goioerê,PR,especial,B,1%,"R$ 155.654.081,27","R$ 12.971.173,44","0,00%","1,00%","R$ 1.556.540,81","1,00%","R$ 1.556.540,81"
4109005,Guapirama,PR,geral,A,,"R$ 36.831.819,94","R$ 3.069.318,33","0,00%","1,00%","R$ 368.318,20","1,00%","R$ 368.318,20"
4202107,Barra Velha,SC,Geral,,,"R$ 318.728.631,50","R$ 26.560.719,29","0,00%","1,00%","R$ 3.187.286,32","1,00%","R$ 3.187.286,32"
4104808,Cascavel,PR,geral,B,,"R$ 1.685.547.208,45","R$ 140.462.267,37","0,00%","1,00%","R$ 16.855.472,08","1,00%","R$ 16.855.472,08"
4112405,Japurá,PR,especial,B,1%,"R$ 55.122.516,02","R$ 4.593.543,00","0,00%","1,00%","R$ 551.225,16","1,00%","R$ 551.225,16"
4218608,Trombudo Central,SC,Geral,,,"R$ 56.352.797,67","R$ 4.696.066,47","0,00%","1,00%","R$ 563.527,98","1,00%","R$ 563.527,98"
4119152,Pinhais,PR,geral,A,,"R$ 693.148.878,99","R$ 57.762.406,58","0,00%","1,00%","R$ 6.931.488,79","1,00%","R$ 6.931.488,79"
4216107,São Domingos,SC,Geral,,,"R$ 57.397.991,67","R$ 4.783.165,97","0,00%","1,00%","R$ 573.979,92","1,00%","R$ 573.979,92"
4117107,Nova Londrina,PR,geral,B,,"R$ 79.193.614,98","R$ 6.599.467,92","0,00%","1,00%","R$ 791.936,15","1,00%","R$ 791.936,15"
4216404,São João do Sul,SC,Geral,,,"R$ 58.808.737,73","R$ 4.900.728,14","0,00%","1,00%","R$ 588.087,38","1,00%","R$ 588.087,38"
4106605,Cruzeiro do Oeste,PR,especial,n.d.,1%,"R$ 119.044.009,59","R$ 9.920.334,13","0,00%","1,00%","R$ 1.190.440,10","1,00%","R$ 1.190.440,10"
4101903,Assaí,PR,geral,A,,"R$ 80.053.337,28","R$ 6.671.111,44","0,00%","1,00%","R$ 800.533,37","1,00%","R$ 800.533,37"
4109203,Guaraci,PR,geral,C,,"R$ 40.312.678,15","R$ 3.359.389,85","0,00%","1,00%","R$ 403.126,78","1,00%","R$ 403.126,78"
4118709,Paulo Frontin,PR,especial,C,1%,"R$ 53.536.536,52","R$ 4.461.378,04","0,00%","1,00%","R$ 535.365,37","1,00%","R$ 535.365,37"
4107207,Dois Vizinhos,PR,geral,B,,"R$ 272.638.064,99","R$ 22.719.838,75","0,00%","1,00%","R$ 2.726.380,65","1,00%","R$ 2.726.380,65"
4109302,Guaraniaçu,PR,geral,A,,"R$ 83.306.038,26","R$ 6.942.169,86","0,00%","1,00%","R$ 833.060,38","1,00%","R$ 833.060,38"
4107306,Doutor Camargo,PR,geral,A,,"R$ 37.406.824,57","R$ 3.117.235,38","0,00%","1,00%","R$ 374.068,25","1,00%","R$ 374.068,25"
4116059,Missal,PR,geral,A,,"R$ 109.736.478,17","R$ 9.144.706,51","0,00%","1,00%","R$ 1.097.364,78","1,00%","R$ 1.097.364,78"
4115903,Mirador,PR,geral,B,,"R$ 40.961.586,47","R$ 0,00","0,00%","1,00%","R$ 409.615,86","1,00%","R$ 409.615,86"
4127858,Três Barras do Paraná,PR,geral,B,,"R$ 79.538.573,88","R$ 6.628.214,49","0,00%","1,00%","R$ 795.385,74","1,00%","R$ 795.385,74"
4100459,Altamira do Paraná,PR,geral,B,,"R$ 32.853.879,14","R$ 2.737.823,26","0,00%","1,00%","R$ 328.538,79","1,00%","R$ 328.538,79"
4204152,Celso Ramos,SC,Geral,,,"R$ 39.600.795,26","R$ 3.300.066,27","0,00%","1,00%","R$ 396.007,95","1,00%","R$ 396.007,95"
4207908,Irineópolis,SC,Geral,,,"R$ 79.837.654,43","R$ 6.653.137,87","0,00%","1,00%","R$ 798.376,54","1,00%","R$ 798.376,54"
4204251,Cocal do Sul,SC,Geral,,,"R$ 129.213.846,60","R$ 10.767.820,55","0,00%","1,00%","R$ 1.292.138,47","1,00%","R$ 1.292.138,47"
4111555,Ivaté,PR,geral,C,,"R$ 44.030.021,61","R$ 3.669.168,47","0,00%","1,00%","R$ 440.300,22","1,00%","R$ 440.300,22"
4209508,Laurentino,SC,Geral,,,"R$ 53.120.317,00","R$ 4.426.693,08","0,00%","1,00%","R$ 531.203,17","1,00%","R$ 531.203,17"
4214805,Rio Negrinho,SC,Geral,,,"R$ 317.101.364,20","R$ 26.425.113,68","0,00%","1,00%","R$ 3.171.013,64","1,00%","R$ 3.171.013,64"
4218509,Treze de Maio,SC,Geral,,,"R$ 52.870.686,97","R$ 4.405.890,58","0,00%","1,00%","R$ 528.706,87","1,00%","R$ 528.706,87"
4110102,Imbituva,PR,geral,A,,"R$ 148.227.682,56","R$ 12.352.306,88","0,00%","1,00%","R$ 1.482.276,83","1,00%","R$ 1.482.276,83"
4108809,Guaíra,PR,geral,A,,"R$ 238.872.703,34","R$ 19.906.058,61","0,00%","1,00%","R$ 2.388.727,03","1,00%","R$ 2.388.727,03"
4120804,Quatro Barras,PR,geral,B,,"R$ 165.190.269,81","R$ 13.765.855,82","0,00%","1,00%","R$ 1.651.902,70","1,00%","R$ 1.651.902,70"
4104204,Campo do Tenente,PR,geral,n.d.,,"R$ 47.198.403,93","R$ 3.933.200,33","0,00%","1,00%","R$ 471.984,04","1,00%","R$ 471.984,04"
4108502,General Carneiro,PR,geral,B,,"R$ 68.551.226,27","R$ 5.712.602,19","0,00%","1,00%","R$ 685.512,26","1,00%","R$ 685.512,26"
4105409,Chopinzinho,PR,geral,n.d.,,"R$ 150.693.301,28","R$ 12.557.775,11","0,00%","1,00%","R$ 1.506.933,01","1,00%","R$ 1.506.933,01"
4101705,Araruna,PR,geral,B,,"R$ 79.375.791,37","R$ 6.614.649,28","0,00%","1,00%","R$ 793.757,91","1,00%","R$ 793.757,91"
4128633,Doutor Ulysses,PR,geral,A,,"R$ 35.583.359,31","R$ 2.965.279,94","0,00%","1,00%","R$ 355.833,59","1,00%","R$ 355.833,59"
4211454,Nova Itaberaba,SC,Geral,,,"R$ 43.210.530,69","R$ 3.600.877,56","0,00%","1,00%","R$ 432.105,31","1,00%","R$ 432.105,31"
4104709,Carlópolis,PR,geral,n.e.,,"R$ 81.635.899,10","R$ 0,00","0,00%","1,00%","R$ 816.358,99","1,00%","R$ 816.358,99"
4125753,São Pedro do Iguaçu,PR,geral,A,,"R$ 44.397.536,37","R$ 3.699.794,70","0,00%","1,00%","R$ 443.975,36","1,00%","R$ 443.975,36"
4214904,Rio das Antas,SC,Geral,,,"R$ 63.324.175,96","R$ 5.277.014,66","0,00%","1,00%","R$ 633.241,76","1,00%","R$ 633.241,76"
4113759,Lunardelli,PR,especial,n.e.,1%,"R$ 36.247.266,95","R$ 3.020.605,58","0,00%","1,00%","R$ 362.472,67","1,00%","R$ 362.472,67"
4127809,Tomazina,PR,geral,B,,"R$ 49.275.527,16","R$ 4.106.293,93","0,00%","1,00%","R$ 492.755,27","1,00%","R$ 492.755,27"
4110201,Inácio Martins,PR,geral,A,,"R$ 60.828.242,78","R$ 5.069.020,23","0,00%","1,00%","R$ 608.282,43","1,00%","R$ 608.282,43"
4219002,Urussanga,SC,Especial,,"2,30%","R$ 135.926.630,40","R$ 11.327.219,20","0,00%","1,00%","R$ 1.359.266,30","1,00%","R$ 1.359.266,30"
4213609,Porto União,SC,Geral,,,"R$ 172.800.117,20","R$ 14.400.009,77","0,00%","1,00%","R$ 1.728.001,17","1,00%","R$ 1.728.001,17"
4110607,Iporã,PR,geral,n.d.,,"R$ 88.035.249,76","R$ 7.336.270,81","0,00%","1,00%","R$ 880.352,50","1,00%","R$ 880.352,50"
4104600,Capitão Leônidas Marques,PR,geral,B,,"R$ 95.210.964,41","R$ 7.934.247,03","0,00%","1,00%","R$ 952.109,64","1,00%","R$ 952.109,64"
4210605,Massaranduba,SC,Geral,,,"R$ 130.910.858,00","R$ 10.909.238,17","0,00%","1,00%","R$ 1.309.108,58","1,00%","R$ 1.309.108,58"
4209102,Joinville,SC,Geral,,,"R$ 4.049.231.600,00","R$ 337.435.966,67","0,00%","1,00%","R$ 40.492.316,00","1,00%","R$ 40.492.316,00"
4216602,São José,SC,Especial,,1%,"R$ 1.365.055.061,00","R$ 113.754.588,42","0,00%","1,00%","R$ 13.650.550,61","1,00%","R$ 13.650.550,61"
4121000,Querência do Norte,PR,geral,n.d.,,"R$ 69.722.927,50","R$ 0,00","0,00%","1,00%","R$ 697.229,28","1,00%","R$ 697.229,28"
4114500,Manoel Ribas,PR,geral,A,,"R$ 80.960.345,68","R$ 6.746.695,47","0,00%","1,00%","R$ 809.603,46","1,00%","R$ 809.603,46"
4212601,Peritiba,SC,Geral,,,"R$ 41.248.194,32","R$ 3.437.349,53","0,00%","1,00%","R$ 412.481,94","1,00%","R$ 412.481,94"
4203204,Camboriú,SC,Especial,,1%,"R$ 498.811.193,10","R$ 41.567.599,43","0,00%","1,00%","R$ 4.988.111,93","1,00%","R$ 4.988.111,93"
4116950,Nova Esperança do Sudoeste,PR,geral,A,,"R$ 42.479.067,24","R$ 3.539.922,27","0,00%","1,00%","R$ 424.790,67","1,00%","R$ 424.790,67"
4219358,Vitor Meireles,SC,Geral,,,"R$ 40.531.738,32","R$ 3.377.644,86","0,00%","1,00%","R$ 405.317,38","1,00%","R$ 405.317,38"
4110508,Ipiranga,PR,geral,A,,"R$ 87.592.639,09","R$ 7.299.386,59","0,00%","1,00%","R$ 875.926,39","1,00%","R$ 875.926,39"
4123501,Santa Helena,PR,geral,A,,"R$ 379.255.039,59","R$ 31.604.586,63","0,00%","1,00%","R$ 3.792.550,40","1,00%","R$ 3.792.550,40"
4106902,Curitiba,PR,geral,A,,"R$ 11.654.288.334,32","R$ 971.190.694,53","0,00%","1,00%","R$ 116.542.883,34","1,00%","R$ 116.542.883,34"
4107009,Curiúva,PR,especial,B,1%,"R$ 71.148.493,77","R$ 5.929.041,15","0,00%","1,00%","R$ 711.484,94","1,00%","R$ 711.484,94"
4218905,Urubici,SC,Geral,,,"R$ 78.321.932,93","R$ 6.526.827,74","0,00%","1,00%","R$ 783.219,33","1,00%","R$ 783.219,33"
4107256,Douradina,PR,geral,C,,"R$ 57.449.502,66","R$ 4.787.458,56","0,00%","1,00%","R$ 574.495,03","1,00%","R$ 574.495,03"
4110953,Itaipulândia,PR,geral,A,,"R$ 226.409.644,30","R$ 18.867.470,36","0,00%","1,00%","R$ 2.264.096,44","1,00%","R$ 2.264.096,44"
4208104,Itaiópolis,SC,Geral,,,"R$ 124.634.132,30","R$ 10.386.177,69","0,00%","1,00%","R$ 1.246.341,32","1,00%","R$ 1.246.341,32"
4114609,Marechal Cândido Rondon,PR,especial,A,1%,"R$ 391.896.793,23","R$ 32.658.066,10","0,00%","1,00%","R$ 3.918.967,93","1,00%","R$ 3.918.967,93"
4122107,Rio Bom,PR,geral,B,,"R$ 29.737.334,14","R$ 2.478.111,18","0,00%","1,00%","R$ 297.373,34","1,00%","R$ 297.373,34"
4117206,Nova Olímpia,PR,geral,A,,"R$ 38.516.995,23","R$ 3.209.749,60","0,00%","1,00%","R$ 385.169,95","1,00%","R$ 385.169,95"
4114807,Marialva,PR,especial,A,1%,"R$ 223.241.307,59","R$ 18.603.442,30","0,00%","1,00%","R$ 2.232.413,08","1,00%","R$ 2.232.413,08"
4103354,Braganey,PR,geral,A,,"R$ 40.450.082,38","R$ 3.370.840,20","0,00%","1,00%","R$ 404.500,82","1,00%","R$ 404.500,82"
4113403,Leópolis,PR,especial,A,1%,"R$ 36.958.730,07","R$ 3.079.894,17","0,00%","1,00%","R$ 369.587,30","1,00%","R$ 369.587,30"
4209805,Leoberto Leal,SC,Geral,,,"R$ 38.729.352,29","R$ 3.227.446,02","0,00%","1,00%","R$ 387.293,52","1,00%","R$ 387.293,52"
4217204,São Miguel do Oeste,SC,Geral,,,"R$ 257.606.922,10","R$ 21.467.243,51","0,00%","1,00%","R$ 2.576.069,22","1,00%","R$ 2.576.069,22"
4107553,Farol,PR,geral,A,,"R$ 34.634.365,89","R$ 2.886.197,16","0,00%","1,00%","R$ 346.343,66","1,00%","R$ 346.343,66"
4212270,Passos Maia,SC,Geral,,,"R$ 41.560.671,20","R$ 3.463.389,27","0,00%","1,00%","R$ 415.606,71","1,00%","R$ 415.606,71"
4211751,Otacílio Costa,SC,Especial,,"1,28%","R$ 142.811.086,70","R$ 11.900.923,89","0,00%","1,00%","R$ 1.428.110,87","1,00%","R$ 1.428.110,87"
4124020,Santa Tereza do Oeste,PR,especial,n.d.,"1,10%","R$ 75.777.122,11","R$ 6.314.760,18","0,00%","1,00%","R$ 757.771,22","1,00%","R$ 757.771,22"
4208005,Itá,SC,Geral,,,"R$ 89.476.648,92","R$ 7.456.387,41","0,00%","1,00%","R$ 894.766,49","1,00%","R$ 894.766,49"
4124053,Santa Terezinha de Itaipu,PR,geral,A,,"R$ 163.083.445,06","R$ 13.590.287,09","0,00%","1,00%","R$ 1.630.834,45","1,00%","R$ 1.630.834,45"
4218806,Turvo,SC,Geral,,,"R$ 83.479.610,75","R$ 6.956.634,23","0,00%","1,00%","R$ 834.796,11","1,00%","R$ 834.796,11"
4206504,Guaramirim,SC,Geral,,,"R$ 334.033.699,60","R$ 27.836.141,63","0,00%","1,00%","R$ 3.340.337,00","1,00%","R$ 3.340.337,00"
4208708,Jacinto Machado,SC,Geral,,,"R$ 65.792.611,13","R$ 5.482.717,59","0,00%","1,00%","R$ 657.926,11","1,00%","R$ 657.926,11"
4211405,Nova Erechim,SC,Geral,,,"R$ 45.578.119,42","R$ 3.798.176,62","0,00%","1,00%","R$ 455.781,19","1,00%","R$ 455.781,19"
4206108,Grão Pará,SC,Geral,,,"R$ 66.100.854,21","R$ 5.508.404,52","0,00%","1,00%","R$ 661.008,54","1,00%","R$ 661.008,54"
4219200,Vidal Ramos,SC,Geral,,,"R$ 54.702.546,17","R$ 4.558.545,51","0,00%","1,00%","R$ 547.025,46","1,00%","R$ 547.025,46"
4212403,Pedras Grandes,SC,Geral,,,"R$ 39.488.422,69","R$ 3.290.701,89","0,00%","1,00%","R$ 394.884,23","1,00%","R$ 394.884,23"
4202404,Blumenau,SC,Geral,,,"R$ 2.865.565.459,00","R$ 238.797.121,58","0,00%","1,00%","R$ 28.655.654,59","1,00%","R$ 28.655.654,59"
4105300,Céu Azul,PR,geral,n.d.,,"R$ 77.993.089,90","R$ 6.499.424,16","0,00%","1,00%","R$ 779.930,90","1,00%","R$ 779.930,90"
4121703,Reserva,PR,geral,A,,"R$ 120.634.285,34","R$ 10.052.857,11","0,00%","1,00%","R$ 1.206.342,85","1,00%","R$ 1.206.342,85"
4206702,Herval d'Oeste,SC,Geral,,,"R$ 136.757.061,40","R$ 11.396.421,78","0,00%","1,00%","R$ 1.367.570,61","1,00%","R$ 1.367.570,61"
4103909,Campina do Simão,PR,geral,A,,"R$ 45.128.950,29","R$ 3.760.745,86","0,00%","1,00%","R$ 451.289,50","1,00%","R$ 451.289,50"
4209458,Lajeado Grande,SC,Geral,,,"R$ 30.604.684,76","R$ 2.550.390,40","0,00%","1,00%","R$ 306.046,85","1,00%","R$ 306.046,85"
4201505,Armazém,SC,Geral,,,"R$ 58.760.133,62","R$ 4.896.677,80","0,00%","1,00%","R$ 587.601,34","1,00%","R$ 587.601,34"
4102604,Barracão,PR,geral,n.d.,,"R$ 55.071.047,40","R$ 4.589.253,95","0,00%","1,00%","R$ 550.710,47","1,00%","R$ 550.710,47"
4212239,Paraíso,SC,Geral,,,"R$ 35.801.316,48","R$ 2.983.443,04","0,00%","1,00%","R$ 358.013,16","1,00%","R$ 358.013,16"
4117453,Ouro Verde do Oeste,PR,geral,A,,"R$ 56.878.922,71","R$ 4.739.910,23","0,00%","1,00%","R$ 568.789,23","1,00%","R$ 568.789,23"
4216206,São Francisco do Sul,SC,Geral,,,"R$ 569.197.043,10","R$ 47.433.086,93","0,00%","1,00%","R$ 5.691.970,43","1,00%","R$ 5.691.970,43"
4207304,Imbituba,SC,Especial,,"1,66%","R$ 320.866.574,20","R$ 26.738.881,18","0,00%","1,00%","R$ 3.208.665,74","1,00%","R$ 3.208.665,74"
4123709,Santa Isabel do Ivaí,PR,geral,C,,"R$ 56.387.363,66","R$ 4.698.946,97","0,00%","1,00%","R$ 563.873,64","1,00%","R$ 563.873,64"
4128104,Umuarama,PR,especial,C,1%,"R$ 664.845.815,77","R$ 55.403.817,98","0,00%","1,00%","R$ 6.648.458,16","1,00%","R$ 6.648.458,16"
4212809,Balneário Piçarras,SC,Geral,,,"R$ 342.805.143,50","R$ 28.567.095,29","0,00%","1,00%","R$ 3.428.051,44","1,00%","R$ 3.428.051,44"
4213153,Planalto Alegre,SC,Geral,,,"R$ 33.193.728,34","R$ 2.766.144,03","0,00%","1,00%","R$ 331.937,28","1,00%","R$ 331.937,28"
4128500,Wenceslau Braz,PR,especial,B,1%,"R$ 93.255.992,18","R$ 7.771.332,68","0,00%","1,00%","R$ 932.559,92","1,00%","R$ 932.559,92"
4206801,Ibicaré,SC,#N/A,,,"R$ 42.120.647,74","R$ 3.510.053,98","0,00%","1,00%","R$ 421.206,48","1,00%","R$ 421.206,48"
4107900,Floresta,PR,geral,n.d.,,"R$ 60.179.197,91","R$ 5.014.933,16","0,00%","1,00%","R$ 601.791,98","1,00%","R$ 601.791,98"
4202081,Bandeirante,SC,Geral,,,"R$ 35.969.999,96","R$ 2.997.500,00","0,00%","1,00%","R$ 359.700,00","1,00%","R$ 359.700,00"
4204459,Coronel Martins,SC,Geral,,,"R$ 28.820.486,18","R$ 2.401.707,18","0,00%","1,00%","R$ 288.204,86","1,00%","R$ 288.204,86"
4203105,Caibi,SC,Geral,,,"R$ 51.464.509,72","R$ 4.288.709,14","0,00%","1,00%","R$ 514.645,10","1,00%","R$ 514.645,10"
4206009,Governador Celso Ramos,SC,Geral,,,"R$ 190.522.748,10","R$ 15.876.895,68","0,00%","1,00%","R$ 1.905.227,48","1,00%","R$ 1.905.227,48"
4108320,Francisco Alves,PR,geral,A,,"R$ 48.567.529,00","R$ 4.047.294,08","0,00%","1,00%","R$ 485.675,29","1,00%","R$ 485.675,29"
4117800,Palmital,PR,geral,C,,"R$ 73.706.249,69","R$ 6.142.187,47","0,00%","1,00%","R$ 737.062,50","1,00%","R$ 737.062,50"
4112959,Juranda,PR,geral,A,,"R$ 49.556.683,49","R$ 4.129.723,62","0,00%","1,00%","R$ 495.566,83","1,00%","R$ 495.566,83"
4219507,Xanxerê,SC,Geral,,,"R$ 276.773.303,10","R$ 23.064.441,93","0,00%","1,00%","R$ 2.767.733,03","1,00%","R$ 2.767.733,03"
4207106,Ilhota,SC,Geral,,,"R$ 127.961.532,20","R$ 10.663.461,02","0,00%","1,00%","R$ 1.279.615,32","1,00%","R$ 1.279.615,32"
4118600,Paula Freitas,PR,geral,C,,"R$ 42.992.299,03","R$ 3.582.691,59","0,00%","1,00%","R$ 429.922,99","1,00%","R$ 429.922,99"
4127007,Teixeira Soares,PR,geral,B,,"R$ 70.708.197,06","R$ 5.892.349,76","0,00%","1,00%","R$ 707.081,97","1,00%","R$ 707.081,97"
4203006,Caçador,SC,Geral,,,"R$ 428.800.516,50","R$ 35.733.376,38","0,00%","1,00%","R$ 4.288.005,17","1,00%","R$ 4.288.005,17"
4104303,Campo Magro,PR,geral,C,,"R$ 126.057.992,17","R$ 10.504.832,68","0,00%","1,00%","R$ 1.260.579,92","1,00%","R$ 1.260.579,92"
4213708,Pouso Redondo,SC,Geral,,,"R$ 108.773.311,40","R$ 9.064.442,62","0,00%","1,00%","R$ 1.087.733,11","1,00%","R$ 1.087.733,11"
4126009,São Sebastião da Amoreira,PR,geral,n.d.,,"R$ 46.288.023,25","R$ 3.857.335,27","0,00%","1,00%","R$ 462.880,23","1,00%","R$ 462.880,23"
4113502,Loanda,PR,geral,C,,"R$ 119.883.894,84","R$ 9.990.324,57","0,00%","1,00%","R$ 1.198.838,95","1,00%","R$ 1.198.838,95"
4101507,Arapongas,PR,geral,n.e.,,"R$ 526.364.524,08","R$ 43.863.710,34","0,00%","1,00%","R$ 5.263.645,24","1,00%","R$ 5.263.645,24"
4107652,Fazenda Rio Grande,PR,geral,A,,"R$ 562.681.858,78","R$ 46.890.154,90","0,00%","1,00%","R$ 5.626.818,59","1,00%","R$ 5.626.818,59"
4204202,Chapecó,SC,Geral,,,"R$ 1.651.248.290,00","R$ 137.604.024,17","0,00%","1,00%","R$ 16.512.482,90","1,00%","R$ 16.512.482,90"
4212205,Papanduva,SC,Geral,,,"R$ 89.894.612,33","R$ 7.491.217,69","0,00%","1,00%","R$ 898.946,12","1,00%","R$ 898.946,12"
4127908,Tuneiras do Oeste,PR,especial,n.d.,1%,"R$ 52.415.898,22","R$ 4.367.991,52","0,00%","1,00%","R$ 524.158,98","1,00%","R$ 524.158,98"
4112504,Jardim Alegre,PR,geral,A,,"R$ 63.768.760,65","R$ 5.314.063,39","0,00%","1,00%","R$ 637.687,61","1,00%","R$ 637.687,61"
4126272,Saudade do Iguaçu,PR,geral,C,,"R$ 56.252.410,92","R$ 4.687.700,91","0,00%","1,00%","R$ 562.524,11","1,00%","R$ 562.524,11"
4219309,Videira,SC,Geral,,,"R$ 423.256.732,30","R$ 35.271.394,36","0,00%","1,00%","R$ 4.232.567,32","1,00%","R$ 4.232.567,32"
4212106,Palmitos,SC,Geral,,,"R$ 101.333.457,60","R$ 8.444.454,80","0,00%","1,00%","R$ 1.013.334,58","1,00%","R$ 1.013.334,58"
4202800,Braço do Norte,SC,Geral,,,"R$ 233.217.712,90","R$ 19.434.809,41","0,00%","1,00%","R$ 2.332.177,13","1,00%","R$ 2.332.177,13"
4107124,Diamante do Sul,PR,geral,A,,"R$ 27.492.443,70","R$ 2.291.036,98","0,00%","1,00%","R$ 274.924,44","1,00%","R$ 274.924,44"
4118303,Paranapoema,PR,geral,A,,"R$ 29.543.184,54","R$ 2.461.932,05","0,00%","1,00%","R$ 295.431,85","1,00%","R$ 295.431,85"
4217758,Sul Brasil,SC,Geral,,,"R$ 36.724.243,59","R$ 3.060.353,63","0,00%","1,00%","R$ 367.242,44","1,00%","R$ 367.242,44"
4106209,Contenda,PR,geral,A,,"R$ 91.781.679,19","R$ 7.648.473,27","0,00%","1,00%","R$ 917.816,79","1,00%","R$ 917.816,79"
4120705,Quatiguá,PR,geral,B,,"R$ 44.525.292,65","R$ 3.710.441,05","0,00%","1,00%","R$ 445.252,93","1,00%","R$ 445.252,93"
4111605,Ivatuba,PR,geral,A,,"R$ 29.966.292,82","R$ 2.497.191,07","0,00%","1,00%","R$ 299.662,93","1,00%","R$ 299.662,93"
4200556,Águas de Chapecó,SC,Geral,,,"R$ 43.172.083,34","R$ 3.597.673,61","0,00%","1,00%","R$ 431.720,83","1,00%","R$ 431.720,83"
4107157,Diamante D'Oeste,PR,geral,C,,"R$ 39.505.526,30","R$ 3.292.127,19","0,00%","1,00%","R$ 395.055,26","1,00%","R$ 395.055,26"
4105805,Colombo,PR,geral,n.d.,,"R$ 782.982.090,91","R$ 65.248.507,58","0,00%","1,00%","R$ 7.829.820,91","1,00%","R$ 7.829.820,91"
4103800,Cambira,PR,especial,B,1%,"R$ 52.733.678,11","R$ 4.394.473,18","0,00%","1,00%","R$ 527.336,78","1,00%","R$ 527.336,78"
4125605,São Mateus do Sul,PR,geral,A,,"R$ 239.661.151,37","R$ 0,00","0,00%","1,00%","R$ 2.396.611,51","1,00%","R$ 2.396.611,51"
4213104,Piratuba,SC,Geral,,,"R$ 73.697.114,67","R$ 6.141.426,22","0,00%","1,00%","R$ 736.971,15","1,00%","R$ 736.971,15"
4201950,Balneário Arroio do Silva,SC,Geral,,,"R$ 92.508.321,97","R$ 7.709.026,83","0,00%","1,00%","R$ 925.083,22","1,00%","R$ 925.083,22"
4104105,Campo Mourão,PR,geral,A,,"R$ 598.914.960,45","R$ 49.909.580,04","0,00%","1,00%","R$ 5.989.149,60","1,00%","R$ 5.989.149,60"
4212304,Paulo Lopes,SC,Geral,,,"R$ 64.646.361,62","R$ 5.387.196,80","0,00%","1,00%","R$ 646.463,62","1,00%","R$ 646.463,62"
4217006,São Ludgero,SC,Geral,,,"R$ 102.859.494,70","R$ 8.571.624,56","0,00%","1,00%","R$ 1.028.594,95","1,00%","R$ 1.028.594,95"
4115457,Marquinho,PR,geral,C,,"R$ 37.642.290,53","R$ 3.136.857,54","0,00%","1,00%","R$ 376.422,91","1,00%","R$ 376.422,91"
4206405,Guaraciaba,SC,Geral,,,"R$ 70.801.988,89","R$ 5.900.165,74","0,00%","1,00%","R$ 708.019,89","1,00%","R$ 708.019,89"
4122305,Rio Negro,PR,geral,A,,"R$ 151.015.079,18","R$ 12.584.589,93","0,00%","1,00%","R$ 1.510.150,79","1,00%","R$ 1.510.150,79"
4215554,Santa Helena,SC,Geral,,,"R$ 32.402.061,80","R$ 2.700.171,82","0,00%","1,00%","R$ 324.020,62","1,00%","R$ 324.020,62"
4116000,Miraselva,PR,geral,C,,"R$ 26.062.156,86","R$ 2.171.846,41","0,00%","1,00%","R$ 260.621,57","1,00%","R$ 260.621,57"
